Source,Target,Weight,Type
XMR,IJ,1.08,excitatory
SJR,AVR,0.62,excitatory
MLR,DD,1.4,excitatory
MCL,ZJ,1.76,excitatory
NKL,LK,0.48,excitatory
JOR,JRR,1.42,excitatory
PZL,ZGL,1.14,excitatory
PJR,IDR,1.58,excitatory
SBL,XE,0.25,excitatory
CYR,ZX,1.87,excitatory
UT,TLR,0.45,excitatory
IX,VAL,0.69,excitatory
BWR,DGL,1.05,excitatory
FZR,WOL,1.57,excitatory
AI,FO,1.04,excitatory
ZCL,GML,1.44,excitatory
WDR,EGL,1.6,excitatory
CBR,WJ,1.46,excitatory
UG,JOR,1.51,excitatory
OT,IX,0.71,excitatory
MF,FKR,1.5,excitatory
HI,CZL,0.36,excitatory
HER,ZYR,0.9,excitatory
YT,DUL,0.4,excitatory
ZUL,TLR,1.61,excitatory
WGL,TLR,0.16,excitatory
GJL,GNR,1.89,excitatory
LO,HJ,0.34,excitatory
YTR,PSR,1.22,excitatory
UT,CNR,1.22,excitatory
NCR,HSR,0.23,excitatory
UFR,CBR,0.95,excitatory
TU,ES,1.04,excitatory
LTR,XE,1.23,excitatory
IYL,IX,1.93,excitatory
NKL,HFR,0.5,excitatory
TJ,WFL,1.99,excitatory
NXL,WPR,0.36,excitatory
LO,CX,0.9,excitatory
CNR,OHR,1.23,excitatory
AVR,WDL,1.89,excitatory
TBR,TU,0.32,excitatory
ASL,GJL,0.97,excitatory
FH,LO,1.24,excitatory
ZBL,SSL,0.41,excitatory
YPR,HDL,1.37,excitatory
ISL,YPR,1.47,excitatory
RGR,AKR,1.42,excitatory
IPL,DI,0.77,excitatory
DF,SSL,1.44,excitatory
BWR,ZM,1.05,excitatory
DVL,NPR,1.06,excitatory
LIR,ZT,0.89,excitatory
NCR,JT,1.16,excitatory
JT,XEL,1.55,excitatory
DUL,NV,0.28,excitatory
NO,MXR,1.72,excitatory
IRL,HLL,0.32,excitatory
WPR,EM,0.88,excitatory
HRR,GML,1.1,excitatory
DGL,GNR,0.81,excitatory
XIR,LEL,1.8,excitatory
PJL,TU,1.04,excitatory
WFL,TIR,0.9,excitatory
KG,ES,1.98,excitatory
BKL,VW,0.26,excitatory
XT,MXR,1.63,excitatory
PYL,YTL,0.39,excitatory
FXL,MXR,0.27,excitatory
GYL,UT,0.55,excitatory
BKL,UFR,0.63,excitatory
TU,MML,1.34,excitatory
AX,TLR,1.5,excitatory
JGR,HHR,1.53,excitatory
JRR,TOR,0.12,excitatory
WLR,HI,1.68,excitatory
FMR,IEL,1.92,excitatory
KOR,PM,1.42,excitatory
SSL,IDR,1.77,excitatory
NI,WAL,0.42,excitatory
LK,NUL,1.81,excitatory
IDR,BX,1.88,excitatory
SSL,AS,0.7,excitatory
UFR,WDR,1.55,excitatory
UG,SSL,1.12,excitatory
XI,PJL,0.22,excitatory
WH,YB,0.45,excitatory
OJL,HHR,1.22,excitatory
ML,FFR,0.96,excitatory
WSL,IJR,1.02,excitatory
IX,SJR,1.72,excitatory
PIL,MYR,0.28,excitatory
WB,WFL,1.77,excitatory
YPL,HW,1.91,excitatory
HR,VZR,1.48,excitatory
ZUL,XEL,1.14,excitatory
ENR,FO,1.98,excitatory
JJR,DY,1.36,excitatory
SD,PYL,0.62,excitatory
OOL,XI,1.26,excitatory
ZCL,FN,0.91,excitatory
MF,ZT,0.66,excitatory
XJ,HHR,0.35,excitatory
FXL,MLR,0.17,excitatory
ZRR,MCL,0.42,excitatory
HYR,IER,1.44,excitatory
BKL,ZM,1.76,excitatory
WUR,WOL,1.44,excitatory
DGL,IER,0.22,excitatory
SU,DML,1.9,excitatory
KIR,ALL,0.31,excitatory
OT,ECL,1.98,excitatory
HER,PYL,1.65,excitatory
WFL,MCL,1.6,excitatory
YTR,AG,0.34,excitatory
WDR,JOR,0.41,excitatory
WJL,NV,0.65,excitatory
MOL,FVR,1.61,excitatory
AI,VJL,1.35,excitatory
JAL,MY,1.05,excitatory
IO,AG,0.62,excitatory
IX,XV,1.91,excitatory
HHR,ESR,1.0,excitatory
GER,YZL,0.41,excitatory
TIR,KRR,0.8,excitatory
LB,HLL,0.63,excitatory
LIR,PJL,1.56,excitatory
XI,VW,0.25,excitatory
KS,ASL,0.7,excitatory
OHR,RGR,0.65,excitatory
JRR,WOL,0.37,excitatory
SBL,IVL,0.67,excitatory
NPR,RSR,0.14,excitatory
HI,MPR,0.26,excitatory
WFL,FN,1.89,excitatory
TJ,BD,0.98,excitatory
MP,LXR,1.8,excitatory
AG,YDR,1.7,excitatory
CV,BRL,1.28,excitatory
HR,FMR,1.83,excitatory
MML,BRR,0.93,excitatory
EGL,LEL,0.54,excitatory
FVL,AS,1.94,excitatory
GIL,RLR,0.18,excitatory
KM,NT,0.1,excitatory
WB,IJR,0.27,excitatory
KAL,EUR,0.57,excitatory
FMR,WSL,1.74,excitatory
WJL,FA,0.74,excitatory
EHL,GE,0.64,excitatory
ZBL,FUL,1.69,excitatory
WOL,SBL,0.52,excitatory
JJR,CRL,1.59,excitatory
FR,DGL,1.4,excitatory
MVR,PM,1.2,excitatory
CRL,JAL,1.59,excitatory
KG,YPL,1.95,excitatory
HLL,KM,0.17,excitatory
LO,GF,1.1,excitatory
ALL,HSR,0.76,excitatory
VZ,ENR,1.21,excitatory
IDR,DRR,1.87,excitatory
EUR,GBL,1.42,excitatory
GYL,ZWL,1.02,excitatory
UKR,LAL,1.97,excitatory
GU,PJL,0.69,excitatory
IAL,HA,0.19,excitatory
WF,GML,1.48,excitatory
WIL,HSR,0.63,excitatory
KG,HRR,1.27,excitatory
TU,XV,0.71,excitatory
YDR,MDR,1.95,excitatory
BDR,IVL,0.79,excitatory
FUL,BTR,1.21,excitatory
OCR,DVR,1.82,excitatory
MZ,WJL,1.57,excitatory
GJL,LK,1.15,excitatory
BER,MCL,1.31,excitatory
JOR,AIL,0.51,excitatory
ENR,LH,1.06,excitatory
CNR,AP,0.19,excitatory
GML,OT,0.77,excitatory
DRR,BER,0.99,excitatory
IJR,BE,0.19,excitatory
FXL,MP,1.77,excitatory
IPL,HR,1.81,excitatory
NUL,IDR,0.13,excitatory
ZBL,NT,1.14,excitatory
MYR,AG,0.62,excitatory
GER,AOL,1.1,excitatory
XEL,ZR,1.87,excitatory
WOL,BA,1.49,excitatory
MML,MDR,0.17,excitatory
ZYR,FU,0.58,excitatory
ZR,PYL,1.23,excitatory
UFR,CIL,0.47,excitatory
XIR,YPR,0.91,excitatory
ZM,VZ,1.98,excitatory
LEL,YUL,0.39,excitatory
SJR,DC,1.36,excitatory
MOL,MZL,0.6,excitatory
LB,XE,1.89,excitatory
KRR,XML,1.74,excitatory
ZX,FN,0.97,excitatory
XNR,PPR,1.83,excitatory
JMR,WP,0.89,excitatory
UB,ZR,0.52,excitatory
ZGL,SBL,0.84,excitatory
MVR,LTR,0.74,excitatory
PM,ZJ,1.18,excitatory
RGR,PV,0.32,excitatory
GZL,MR,1.1,excitatory
IAL,KIR,0.24,excitatory
AG,WS,0.86,excitatory
XUR,DI,1.75,excitatory
EUR,MZ,0.32,excitatory
AI,FO,1.08,excitatory
AE,PM,1.6,excitatory
MF,RHR,1.45,excitatory
DF,YUL,0.2,excitatory
ZUL,IAL,0.21,excitatory
FA,UFR,1.55,excitatory
DML,JO,0.78,excitatory
MXR,MML,1.89,excitatory
WAL,YPR,0.84,excitatory
EZL,VF,1.06,excitatory
ZM,OCR,1.19,excitatory
YB,LEL,0.24,excitatory
YT,FA,0.13,excitatory
HK,XT,0.69,excitatory
GNR,AVR,1.53,excitatory
DF,PJR,1.1,excitatory
HK,IJ,0.41,excitatory
LB,BBR,1.28,excitatory
VI,LO,0.71,excitatory
JJR,IDR,1.61,excitatory
GD,JO,0.67,excitatory
IJ,ZJ,0.11,excitatory
YP,ZT,1.42,excitatory
UT,GBL,1.43,excitatory
YUL,FR,1.3,excitatory
GIL,SE,0.71,excitatory
WIL,NCR,0.66,excitatory
DFL,NV,1.69,excitatory
BWR,HER,1.32,excitatory
MOL,CV,1.5,excitatory
TF,MCL,1.99,excitatory
BWR,ECL,0.24,excitatory
OOL,IJR,1.56,excitatory
EER,GNR,0.72,excitatory
GZ,DUL,1.1,excitatory
SE,HER,1.15,excitatory
TOR,ASL,0.31,excitatory
WS,ML,1.77,excitatory
SE,FZR,0.52,excitatory
ES,YT,1.66,excitatory
BDR,XI,1.93,excitatory
SJR,MZ,1.17,excitatory
ZR,FKR,1.77,excitatory
WS,CNR,0.6,excitatory
MXR,UVL,0.43,excitatory
NW,JT,1.86,excitatory
TFR,FMR,0.47,excitatory
XML,TIR,0.29,excitatory
ZT,PYL,0.95,excitatory
IO,SAR,1.95,excitatory
CYR,WJL,1.63,excitatory
GIL,LO,1.64,excitatory
GHL,DI,1.89,excitatory
PM,LK,1.29,excitatory
GJL,ZM,1.1,excitatory
KAL,HDL,1.01,excitatory
GNR,WF,0.44,excitatory
WF,OJL,1.84,excitatory
UVL,HN,0.8,excitatory
CX,XL,1.73,excitatory
ZWL,SE,1.35,excitatory
WDL,EM,1.18,excitatory
TIR,AKR,1.14,excitatory
KG,BBR,0.22,excitatory
NXL,SSL,0.35,excitatory
FVR,KS,0.89,excitatory
LK,NPR,1.99,excitatory
IX,BRL,0.34,excitatory
HJ,FKR,0.15,excitatory
WSL,HU,0.4,excitatory
MP,YPL,1.57,excitatory
FR,EDR,0.96,excitatory
WFL,WJ,0.17,excitatory
HR,NT,1.52,excitatory
UVL,DGL,1.76,excitatory
IYL,FH,1.57,excitatory
LTR,ZCL,0.58,excitatory
TLR,LIR,0.8,excitatory
BBR,ALL,1.01,excitatory
ZJ,CRL,0.4,excitatory
XJ,DU,0.74,excitatory
NW,MLR,0.39,excitatory
GML,VKR,1.58,excitatory
MYR,HRR,0.86,excitatory
TOR,XIR,1.95,excitatory
TF,KIR,0.17,excitatory
DC,BX,0.33,excitatory
JO,EM,0.71,excitatory
YZL,WAL,1.54,excitatory
STL,SJR,1.17,excitatory
NI,XE,0.36,excitatory
OT,TLR,0.57,excitatory
YPL,DY,0.5,excitatory
NCR,FVL,1.44,excitatory
SBL,HR,0.71,excitatory
ZBL,GUL,1.66,excitatory
LUR,FO,0.66,excitatory
YUL,ZGL,1.96,excitatory
MY,IJR,1.03,excitatory
YB,JJR,1.83,excitatory
VOL,OJR,1.43,excitatory
IVL,CDR,0.54,excitatory
DI,VZR,0.92,excitatory
LX,DD,0.5,excitatory
DY,WB,0.87,excitatory
STL,SJR,1.54,excitatory
WIL,MP,1.86,excitatory
TOL,BER,0.17,excitatory
JOR,CIL,2.0,excitatory
GML,PPR,0.95,excitatory
ZWL,FN,0.69,excitatory
XUR,WJ,1.4,excitatory
HSR,HER,0.78,excitatory
EZL,WL,0.96,excitatory
BWR,IPL,0.81,excitatory
ZZR,FMR,0.15,excitatory
JGR,GML,0.2,excitatory
YB,IX,0.78,excitatory
PM,TOL,0.94,excitatory
HFR,OHR,1.35,excitatory
FA,RSR,1.4,excitatory
NV,KOR,1.06,excitatory
AI,XJ,0.37,excitatory
DF,PZL,1.55,excitatory
TOR,ZUL,1.37,excitatory
IPL,WJ,1.09,excitatory
ZGL,ZM,1.03,excitatory
IVL,PNL,1.38,excitatory
VW,TU,1.83,excitatory
IJ,PJL,1.83,excitatory
GCR,IPL,1.8,excitatory
SBL,BE,1.77,excitatory
PIL,GBL,0.38,excitatory
TU,MZ,1.6,excitatory
WJL,LTR,1.2,excitatory
WJL,DUL,0.44,excitatory
XHL,WUR,1.71,excitatory
XI,BRR,1.86,excitatory
GJL,RHR,0.53,excitatory
KM,HDL,1.3,excitatory
FH,PNL,0.98,excitatory
MZL,UP,1.58,excitatory
NPR,XJ,0.9,excitatory
ZCL,FH,0.96,excitatory
BA,RHR,1.98,excitatory
ALL,MY,1.59,excitatory
CX,GCR,1.94,excitatory
OJR,ZT,0.67,excitatory
NPR,DRL,0.48,excitatory
TIR,GD,0.84,excitatory
AI,MYR,0.3,excitatory
GIL,WJ,0.2,excitatory
MYR,BTR,1.66,excitatory
HSR,CV,1.28,excitatory
WB,JO,0.84,excitatory
LIR,XV,1.53,excitatory
JRR,SJR,1.58,excitatory
IER,SBL,0.72,excitatory
SBL,AS,0.58,excitatory
LIR,FJR,1.43,excitatory
IO,UAR,0.48,excitatory
HDL,VKR,1.83,excitatory
JAL,WJ,1.56,excitatory
XNR,WH,0.82,excitatory
GF,PJL,1.49,excitatory
IYL,NXL,1.28,excitatory
KIR,MXR,1.58,excitatory
TU,XL,0.8,excitatory
NO,MYR,0.87,excitatory
WIL,SJR,1.13,excitatory
IJR,BTR,1.81,excitatory
YT,MZ,1.76,excitatory
JV,HDL,0.26,excitatory
FJR,ZM,0.26,excitatory
MXR,ZX,1.21,excitatory
CIL,MVR,1.92,excitatory
CDR,DY,1.57,excitatory
KG,PM,0.62,excitatory
WSL,NPR,0.47,excitatory
YT,FIL,0.13,excitatory
XML,IJ,1.9,excitatory
WOL,BX,0.5,excitatory
CYR,ZYR,0.31,excitatory
TJ,BTR,1.69,excitatory
WUR,UOL,0.82,excitatory
CZL,FXL,1.07,excitatory
NT,KIR,1.87,excitatory
OJR,EER,0.11,excitatory
YDR,IJR,1.02,excitatory
LH,WAL,1.5,excitatory
XI,GZ,0.93,excitatory
SD,ZYR,1.97,excitatory
GCR,DVL,1.66,excitatory
UE,WSL,0.82,excitatory
MF,DC,0.68,excitatory
FR,HU,0.51,excitatory
ZZR,FFR,0.59,excitatory
RSR,ALL,0.19,excitatory
XEL,DGL,1.31,excitatory
GZL,OJR,1.01,excitatory
FFR,ENR,0.73,excitatory
GCR,XML,1.67,excitatory
ZX,LH,1.83,excitatory
XIR,GD,1.0,excitatory
UFR,HJ,0.17,excitatory
SSL,DRL,1.91,excitatory
CJ,WH,1.46,excitatory
ZR,LM,0.61,excitatory
ECL,VF,1.78,excitatory
LIR,NO,1.04,excitatory
MPR,UVL,0.98,excitatory
JO,PO,1.56,excitatory
FMR,ML,1.77,excitatory
ALL,WFL,0.37,excitatory
SAR,YUL,0.79,excitatory
XI,MXR,1.22,excitatory
WDL,ESR,1.88,excitatory
VC,MY,1.91,excitatory
JMR,LB,0.31,excitatory
MF,UE,1.49,excitatory
ZRR,UB,1.4,excitatory
HLL,ZZR,0.37,excitatory
LUR,PIL,0.34,excitatory
TJ,OJL,1.51,excitatory
DD,GNR,1.3,excitatory
HSR,FN,1.46,excitatory
HW,RRR,0.15,excitatory
WGL,XE,1.59,excitatory
FMR,KS,1.6,excitatory
MYR,TIR,1.0,excitatory
EGL,XJ,0.78,excitatory
FN,ZUL,1.93,excitatory
WL,HDL,1.02,excitatory
YN,SD,0.24,excitatory
WDR,VZ,0.37,excitatory
NO,WOL,1.54,excitatory
FXL,NV,1.12,excitatory
VZ,JRR,1.93,excitatory
XV,OT,1.42,excitatory
XML,NI,1.78,excitatory
ZGL,JO,1.04,excitatory
TBR,PSR,0.4,excitatory
WF,MML,0.92,excitatory
VF,LIR,1.75,excitatory
WJL,WB,0.46,excitatory
WFL,KS,0.82,excitatory
XNR,GYL,1.15,excitatory
TL,UAR,1.65,excitatory
VUL,DUL,0.53,excitatory
IJR,NW,0.1,excitatory
GEL,AI,1.37,excitatory
HW,MVR,0.6,excitatory
EDR,FVR,0.28,excitatory
VZR,DD,1.98,excitatory
KG,HRR,1.81,excitatory
AXL,GHL,1.04,excitatory
SSL,WFR,0.5,excitatory
NT,AIL,0.56,excitatory
NKL,LO,1.45,excitatory
SRR,GZ,0.61,excitatory
VUL,ZGL,1.17,excitatory
LAL,HLL,1.15,excitatory
TL,VUL,0.84,excitatory
DFL,YUL,1.87,excitatory
MY,FA,0.31,excitatory
OKL,JOR,0.23,excitatory
ISL,CRL,1.27,excitatory
SU,JAL,1.05,excitatory
PZL,AS,0.74,excitatory
XT,ZBL,1.78,excitatory
WL,VF,0.53,excitatory
LB,PJR,1.27,excitatory
BBR,KIR,1.25,excitatory
ZJ,XV,1.76,excitatory
VKR,NXL,0.52,excitatory
MZL,SAR,0.33,excitatory
PNL,UAR,0.27,excitatory
WSL,JJR,0.26,excitatory
MF,PSR,1.88,excitatory
HRR,AVR,1.11,excitatory
STL,WI,0.11,excitatory
FZR,WJL,0.97,excitatory
WFR,FIL,0.92,excitatory
CV,TF,1.81,excitatory
GBL,VUL,1.68,excitatory
XML,ENR,0.81,excitatory
SU,MR,1.42,excitatory
BBR,CZL,0.17,excitatory
MR,KS,1.68,excitatory
NUL,DFL,0.68,excitatory
TF,ZUL,0.65,excitatory
HI,XMR,1.48,excitatory
FA,MY,1.47,excitatory
GNR,IVL,0.71,excitatory
NUL,AG,1.06,excitatory
UG,JO,1.96,excitatory
GER,GIL,0.98,excitatory
LIR,DY,0.23,excitatory
DVR,MDR,0.3,excitatory
PNL,LO,1.05,excitatory
ML,GIL,0.47,excitatory
BER,OCR,1.97,excitatory
TF,WL,0.96,excitatory
HFR,IJ,0.87,excitatory
WI,NI,0.18,excitatory
HRR,UVL,0.1,excitatory
WUR,RSR,0.55,excitatory
SAR,DI,0.47,excitatory
NUL,JAL,0.49,excitatory
EM,VAL,0.15,excitatory
ZZR,RHR,1.7,excitatory
JMR,XL,0.8,excitatory
EER,FIL,0.92,excitatory
DVR,XML,0.18,excitatory
ML,BD,0.3,excitatory
TFR,TU,1.0,excitatory
OHR,XUR,0.56,excitatory
GE,IDR,1.07,excitatory
EGL,BWR,1.78,excitatory
JJR,SU,1.52,excitatory
RLR,WGL,1.28,excitatory
IER,IJR,0.76,excitatory
ZX,MR,1.0,excitatory
BKL,IJR,0.41,excitatory
IJ,KIR,0.46,excitatory
YP,JR,1.39,excitatory
CV,HDL,0.15,excitatory
CRL,PPR,1.17,excitatory
WUR,UAR,1.63,excitatory
YZL,WJ,0.69,excitatory
XE,EGL,0.89,excitatory
FH,XV,1.63,excitatory
UKR,GZL,1.31,excitatory
ES,YT,1.78,excitatory
MZ,WDL,1.2,excitatory
BKL,ZX,1.86,excitatory
LK,JT,1.83,excitatory
ZYR,RSR,1.7,excitatory
RGR,AE,1.26,excitatory
PPR,BRR,1.95,excitatory
GZL,LTR,1.33,excitatory
BD,FXL,1.37,excitatory
KOR,TFR,1.69,excitatory
NCR,AIL,0.43,excitatory
IJR,OJR,0.42,excitatory
YPL,WIL,1.29,excitatory
JGR,FVL,0.5,excitatory
GUL,JRR,1.46,excitatory
JGR,HFR,0.56,excitatory
VC,JMR,1.56,excitatory
CYR,ENR,0.99,excitatory
SE,UP,0.26,excitatory
CZL,TBR,0.47,excitatory
ML,OJR,0.13,excitatory
OHR,BTR,0.7,excitatory
HJ,GEL,0.56,excitatory
WPR,RLR,1.75,excitatory
YT,IYL,1.22,excitatory
TIR,GZL,0.23,excitatory
HFR,LX,1.33,excitatory
BPR,HI,1.11,excitatory
JH,HI,1.52,excitatory
RGR,XML,1.95,excitatory
OCR,FFR,0.11,excitatory
BRR,SAR,1.42,excitatory
PJL,XMR,1.76,excitatory
DF,ZZR,1.54,excitatory
EUR,DRL,0.51,excitatory
EM,OKL,0.43,excitatory
KRR,JGR,0.6,excitatory
IEL,DFL,1.67,excitatory
IVL,HU,1.82,excitatory
KIR,LK,0.36,excitatory
AS,HSR,0.88,excitatory
WIL,NPR,1.72,excitatory
RRR,FIL,0.27,excitatory
LX,SJR,0.62,excitatory
WLR,DUL,0.81,excitatory
HI,IVL,1.05,excitatory
JR,FU,1.2,excitatory
CJ,YBL,1.69,excitatory
VUL,FVL,0.22,excitatory
LIR,CDR,1.6,excitatory
OJR,FN,0.58,excitatory
FA,LH,1.65,excitatory
UB,LTR,0.45,excitatory
MPR,LO,1.83,excitatory
HU,UKR,1.63,excitatory
AP,ZYR,1.45,excitatory
XNR,PSR,1.48,excitatory
ZGL,JAL,0.92,excitatory
EUR,YN,0.58,excitatory
UAR,DGL,1.35,excitatory
ZRR,YUL,1.16,excitatory
UP,WUR,1.36,excitatory
ECL,ZCL,0.52,excitatory
YUL,MLR,1.09,excitatory
EZL,SD,0.83,excitatory
ZBL,DU,1.47,excitatory
CIL,WF,1.4,excitatory
ZYR,HK,0.23,excitatory
RGR,XUR,0.9,excitatory
GML,WF,1.29,excitatory
FU,KRR,1.9,excitatory
GZL,SRR,0.58,excitatory
OOL,TF,0.38,excitatory
ZZR,GYL,1.75,excitatory
XUR,RGR,1.94,excitatory
RRR,JT,1.04,excitatory
ISL,NKL,1.13,excitatory
XNR,GF,0.45,excitatory
ZCL,XI,1.99,excitatory
WGL,VJL,0.49,excitatory
ZJ,PJL,1.54,excitatory
IO,GSR,0.97,excitatory
BWR,JMR,0.12,excitatory
VKR,WGL,1.2,excitatory
RLR,ZCL,1.8,excitatory
WP,JRR,0.82,excitatory
RLR,LAL,0.49,excitatory
BX,GNR,1.13,excitatory
HHR,SAR,0.63,excitatory
NV,FJR,1.67,excitatory
EGL,LH,0.35,excitatory
YPR,CZL,1.99,excitatory
TJ,DGL,0.55,excitatory
UB,PM,0.94,excitatory
MF,MDR,0.56,excitatory
VZR,RLR,1.7,excitatory
ENR,MZ,0.97,excitatory
HW,SJR,1.46,excitatory
KOR,WDR,1.95,excitatory
XL,XJ,0.8,excitatory
PZL,LO,0.43,excitatory
WDR,IJ,1.9,excitatory
WGL,HDL,1.38,excitatory
WJ,HFR,1.48,excitatory
TFR,MP,1.96,excitatory
ZGL,MML,1.33,excitatory
WGL,UOL,0.97,excitatory
BRR,CX,0.86,excitatory
MZ,YB,1.61,excitatory
LX,PM,1.25,excitatory
GZL,FH,0.75,excitatory
OJL,FIL,1.43,excitatory
BX,UT,0.51,excitatory
ZYR,RHR,0.95,excitatory
CX,XIR,1.9,excitatory
JV,DUL,0.16,excitatory
HRR,MVR,1.64,excitatory
SU,IAL,1.18,excitatory
YPR,GER,0.41,excitatory
PZL,WF,1.17,excitatory
SSL,FJR,1.37,excitatory
KRR,FU,1.79,excitatory
ZYR,MLR,1.33,excitatory
BX,GHL,0.4,excitatory
GF,FR,1.53,excitatory
DML,PV,0.65,excitatory
WS,MDR,0.54,excitatory
AXL,GD,1.25,excitatory
OJL,ZCL,0.16,excitatory
PZL,MCL,0.51,excitatory
UT,VKR,1.57,excitatory
SD,GCR,1.14,excitatory
SRR,LEL,1.6,excitatory
HR,MZ,0.15,excitatory
FKR,BWR,1.47,excitatory
CJ,WOL,0.15,excitatory
CDR,GEL,0.6,excitatory
NKL,DVL,0.14,excitatory
VUL,DVR,0.44,excitatory
XEL,ZR,0.52,excitatory
PYL,WFL,0.95,excitatory
NW,GEL,1.2,excitatory
WOL,YT,1.79,excitatory
WH,AOL,0.97,excitatory
ZGL,DU,0.98,excitatory
YUL,HSR,1.26,excitatory
WJ,YZL,1.28,excitatory
MP,GE,1.53,excitatory
FMR,WB,0.73,excitatory
YB,FA,1.94,excitatory
EER,NXL,1.15,excitatory
LUR,YN,1.7,excitatory
PV,ZUL,1.41,excitatory
MR,IEL,1.35,excitatory
YPL,NCR,0.77,excitatory
CV,BD,1.5,excitatory
SD,BRR,1.13,excitatory
KAL,XL,0.68,excitatory
SBL,SD,0.81,excitatory
ZWL,HLL,1.9,excitatory
IRL,KS,0.27,excitatory
SSL,ALL,0.74,excitatory
XNR,WI,0.84,excitatory
ZM,BER,1.51,excitatory
DF,DRL,1.57,excitatory
GSR,HN,1.14,excitatory
SAR,WJL,0.17,excitatory
YB,ZCL,1.68,excitatory
WLR,FKR,1.06,excitatory
JAL,JGR,1.72,excitatory
NI,DU,0.78,excitatory
ZX,VAL,1.81,excitatory
YDR,DFL,0.26,excitatory
RSR,BRL,0.94,excitatory
ISL,NI,0.34,excitatory
NKL,FH,1.84,excitatory
VZR,BKL,0.59,excitatory
BE,PZL,1.75,excitatory
GSR,IJR,1.99,excitatory
FR,VF,0.8,excitatory
JMR,MY,0.52,excitatory
AOL,ML,0.96,excitatory
VF,KG,1.93,excitatory
GF,YTR,1.67,excitatory
SAR,HI,1.4,excitatory
YTL,UT,0.78,excitatory
OCR,OKL,0.82,excitatory
ZGL,FO,1.58,excitatory
JRR,RGR,0.44,excitatory
MDR,LEL,1.32,excitatory
JR,WAL,1.09,excitatory
HLL,IJ,1.78,excitatory
GD,HSR,1.21,excitatory
YPL,RHR,0.58,excitatory
KRR,PYL,1.51,excitatory
UFR,IRL,0.46,excitatory
CNR,WDL,0.36,excitatory
NT,GF,0.28,excitatory
MOL,ISL,0.64,excitatory
FU,CNR,1.12,excitatory
WJ,MXR,1.32,excitatory
JRR,PYL,1.19,excitatory
MY,TFR,1.52,excitatory
JAL,GSR,1.8,excitatory
YN,XIR,1.25,excitatory
WFR,LM,1.37,excitatory
VZ,BDR,0.91,excitatory
AE,EM,1.8,excitatory
IYL,VF,1.19,excitatory
IJ,DML,0.88,excitatory
LO,PV,1.69,excitatory
WDL,JR,0.76,excitatory
AXL,SU,1.46,excitatory
AXL,AX,1.09,excitatory
LEL,WOL,0.74,excitatory
YP,HW,0.9,excitatory
TF,TLR,0.46,excitatory
VI,LX,1.71,excitatory
ZGL,MR,0.59,excitatory
EER,AG,1.79,excitatory
WL,AIL,1.11,excitatory
UOL,WIL,1.59,excitatory
YUL,ALL,0.62,excitatory
EHL,YPR,1.27,excitatory
LO,TLR,1.46,excitatory
PV,EDR,0.43,excitatory
YN,LEL,0.63,excitatory
JT,HN,1.89,excitatory
ZGL,MVR,0.67,excitatory
BTR,DF,1.58,excitatory
ZYR,LUR,0.46,excitatory
PZL,YTR,0.39,excitatory
EZL,ZJ,1.51,excitatory
AS,TJ,0.58,excitatory
GBL,KM,0.6,excitatory
CYR,GML,1.33,excitatory
VZ,EHL,1.84,excitatory
MOL,EUR,1.26,excitatory
XUR,MYR,1.78,excitatory
JR,IRL,1.65,excitatory
HHR,AXL,0.98,excitatory
HK,CBR,0.14,excitatory
HER,SE,0.84,excitatory
IDR,DC,0.74,excitatory
DUL,TOR,0.53,excitatory
GD,MML,0.8,excitatory
HI,AVR,1.59,excitatory
GIL,ZM,1.84,excitatory
PPR,UB,1.52,excitatory
ENR,LO,0.74,excitatory
AOL,TOR,1.64,excitatory
MCL,FJR,0.56,excitatory
BDR,OT,0.98,excitatory
HJ,NI,1.7,excitatory
PSR,HHR,0.25,excitatory
VW,VF,1.58,excitatory
WS,KIR,0.61,excitatory
VW,WJL,1.33,excitatory
NO,ESR,1.75,excitatory
WP,MDR,0.3,excitatory
IDR,FR,0.3,excitatory
KAL,YTL,0.47,excitatory
BDR,ES,1.61,excitatory
NV,MR,0.8,excitatory
LUR,MDR,0.54,excitatory
KS,FKR,0.91,excitatory
LX,BBR,0.36,excitatory
KRR,WAL,1.77,excitatory
TJ,MOL,0.13,excitatory
LM,LB,1.21,excitatory
LM,AVR,0.24,excitatory
JGR,ALL,0.78,excitatory
IER,GYL,1.3,excitatory
IYL,EM,1.32,excitatory
NW,EER,0.91,excitatory
PYL,WJ,1.6,excitatory
XNR,IX,1.21,excitatory
MF,WFR,1.01,excitatory
BWR,IRL,0.11,excitatory
BA,SAR,0.34,excitatory
JH,MZL,1.95,excitatory
LXR,SSL,0.44,excitatory
UFR,YPR,1.55,excitatory
PZL,YDR,1.93,excitatory
ZJ,GZ,1.41,excitatory
YN,STL,1.52,excitatory
ZGL,DGL,0.74,excitatory
HA,TOL,0.97,excitatory
UAR,CDR,1.92,excitatory
RSR,WB,0.64,excitatory
JV,WFL,1.01,excitatory
HYR,BPR,1.89,excitatory
FN,XV,0.63,excitatory
UFR,IYL,1.91,excitatory
LAL,JRR,0.13,excitatory
WI,MLR,0.45,excitatory
YP,BA,0.15,excitatory
HFR,HHR,0.6,excitatory
MY,TJ,1.27,excitatory
MOL,HU,1.64,excitatory
BX,TU,0.66,excitatory
WAL,TJ,1.16,excitatory
ASL,JR,0.76,excitatory
WJ,SJR,0.22,excitatory
